지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr)
235,보령,2015-03,5.5,18,-5.9,30.9,258.5
235,보령,2015-04,12.3,24.3,2.2,129.7,195.3
235,보령,2015-05,16.5,29.4,5.4,38.8,271.6
235,보령,2015-06,21.3,29.5,11.9,83.9,208.9
235,보령,2015-07,24.1,32.1,15,94.7,149.1
235,보령,2015-08,25.3,33.8,18,30.2,203.3
235,보령,2015-09,21.4,30.3,13.6,13.3,223.1
235,보령,2015-10,15.6,25.4,3,90,227.7
235,보령,2015-11,10.7,21.8,-.5,155.6,79.5
235,보령,2015-12,4.1,14,-5.5,65,142.8
235,보령,2016-01,-.3,12.4,-13.6,7.8,131.4
235,보령,2016-02,1.9,20,-8.3,54.2,171.1
235,보령,2016-03,6.3,22.5,-6.7,18.7,232.1
235,보령,2016-04,12.5,22.3,1.9,105.1,193.3
235,보령,2016-05,17.8,29.3,7.9,146.5,261.9
235,보령,2016-06,21.7,29.6,15.7,23.7,204.3
235,보령,2016-07,25.6,32.8,18.4,200.2,176.2
235,보령,2016-08,26.7,33.9,15.5,5.1,245.7
235,보령,2016-09,22.2,30.9,14.6,73.4,169
235,보령,2016-10,16.3,30.8,2.2,108,138.3
235,보령,2016-11,8.6,21.1,-2.4,5.6,167.2
235,보령,2016-12,3.7,16.5,-7,44.5,154.7
235,보령,2017-01,.4,11,-10.4,14.8,157.8
235,보령,2017-02,1,12.7,-8.1,30.2,190
235,보령,2017-03,5.3,16.2,-3.9,14.4,244.5
235,보령,2017-04,12.2,24.4,1.1,57.6,244.3
235,보령,2017-05,17.2,27.2,8.2,58.9,271.1
235,보령,2017-06,20.9,30.2,11.3,21.1,243.9
235,보령,2017-07,26,31.5,21.3,278.1,106.9
235,보령,2017-08,25.6,35.2,15.6,210,184.6
235,보령,2017-09,20.9,29,11.1,90,226.6
235,보령,2017-10,15.5,26,2.9,26.6,190.5
235,보령,2017-11,7.2,20.9,-3.1,15.9,185.9
235,보령,2017-12,.8,11.3,-9.1,38.6,167.1
235,보령,2018-01,-1.9,9.4,-14.8,15,169
235,보령,2018-02,-.5,10.2,-13,33.6,189
235,보령,2018-03,7.3,20.9,-6.4,92,185.8
235,보령,2018-04,12.1,22.6,.5,128.1,207.1
235,보령,2018-05,17.2,27.8,6.6,104.5,190.9
235,보령,2018-06,21.4,31.2,14.2,71,194.5
235,보령,2018-07,26.7,35.4,20.1,262.7,223.6
235,보령,2018-08,27.6,36.4,20,239.6,178.8
235,보령,2018-09,21.2,30.8,11.6,158.2,177.7
235,보령,2018-10,13.7,25.5,2.8,154.7,220.4
235,보령,2018-11,8.8,19,.2,46.7,175.5
235,보령,2018-12,1.8,18,-10.1,31.1,177.6
235,보령,2019-01,.3,9.1,-8,1.9,191.9
235,보령,2019-02,1.5,13.2,-7.1,17.8,167.3
235,보령,2019-03,6.2,17,-4.4,18.2,213.4
235,보령,2019-04,11,24,-.9,71.9,180.5
235,보령,2019-05,16.8,28.1,4.3,31.3,249.5
235,보령,2019-06,20.4,29.1,12,56,141.6
235,보령,2019-07,24.6,33.9,17.5,149,105.6
235,보령,2019-08,26.4,35.5,18.3,131.3,118.9
235,보령,2019-09,22.1,29.8,11.8,118.7,98
235,보령,2019-10,16.3,28,5.6,63.9,184
235,보령,2019-11,9.3,21.3,-1.4,130.6,175
235,보령,2019-12,3.7,16,-7.2,31.3,151.8
235,보령,2020-01,3,15.1,-5.2,49.4,141.1
235,보령,2020-02,3.4,18.1,-8.6,75.3,182.2
235,보령,2020-03,6.9,19,-3.7,22.8,242.5
235,보령,2020-04,9.5,20.9,.6,16.5,273
235,보령,2020-05,16.9,28.4,7.1,92.4,166.5
235,보령,2020-06,21.6,32.2,13.3,139.7,131.9
235,보령,2020-07,22.9,30.6,17.4,345.9,84.1
235,보령,2020-08,26.6,34.5,21.6,321.5,76.3
235,보령,2020-09,21,30.3,12.7,177.1,160.4
235,보령,2020-10,14.4,23.3,4.2,16.2,174.3
235,보령,2020-11,9.2,22.2,-1.1,35.4,162.4
235,보령,2020-12,1.6,12,-8.7,9.7,167.8
235,보령,2021-01,-.2,13.6,-17.2,32,166.2
235,보령,2021-02,3.5,16.7,-7.5,18.7,178.6
235,보령,2021-03,7.8,21.7,-2.2,76.1,209.9
235,보령,2021-04,12.9,26,2.2,43.4,197.6
235,보령,2021-05,16.2,27.9,5,110,185.3
235,보령,2021-06,21.7,29.8,12.7,55,205.8
235,보령,2021-07,26.5,34.5,20.2,131.3,214.8
235,보령,2021-08,25.5,32.8,18.8,253.7,153.5
235,보령,2021-09,22.5,29.6,15.3,215.9,175.1
236,부여,2014-01,-.8,11.3,-11.4,2.2,177
236,부여,2014-02,2.6,15.7,-8.9,15.3,133.5
236,부여,2014-03,7.2,25.1,-7.4,69.3,194.5
236,부여,2014-04,13.2,27.1,-1.5,94.1,209.2
236,부여,2014-05,17.8,31.8,3.4,61.5,276.6
236,부여,2014-06,22.4,31.6,15.4,77.8,174.8
236,부여,2014-07,25.1,34.4,18.1,174.7,130.7
236,부여,2014-08,23.8,31.4,17.1,225.1,98.3
236,부여,2014-09,20.7,31.2,11.4,157.5,179.4
236,부여,2014-10,14.2,27.8,.6,170.5,205.9
236,부여,2014-11,7.9,18.4,-3.2,42.4,129.9
236,부여,2014-12,-1.6,10,-10.4,51.7,141
236,부여,2015-01,-.6,10,-14.2,35.4,153.3
236,부여,2015-02,1.2,11.8,-12.2,35.6,156.5
236,부여,2015-03,5.7,21.8,-7.6,42.4,246
236,부여,2015-04,12.3,25.9,.8,99.5,166.4
236,부여,2015-05,17.8,31.6,3.5,53.5,256.8
236,부여,2015-06,21.9,32.3,11.2,92.7,178.4
236,부여,2015-07,24.5,33.3,13.7,119.9,136.6
236,부여,2015-08,25.4,35.8,17.3,56.9,189.5
236,부여,2015-09,20.6,30.7,10.6,22,201.1
236,부여,2015-10,14,26.3,-1.5,104,207.1
236,부여,2015-11,9.6,20.9,-1.6,130,61.6
236,부여,2015-12,2.8,14.1,-8.3,56.9,128.4
236,부여,2016-01,-1.5,12.6,-17.5,6.6,137.9
236,부여,2016-02,.9,17.8,-10.7,59.6,168.8
236,부여,2016-03,6.2,22.7,-8.1,19,219.9
236,부여,2016-04,13.5,27.8,.9,164.6,196.1
236,부여,2016-05,18.6,31.6,7.7,121.6,254.6
236,부여,2016-06,22.6,31.6,13.9,49.4,168
236,부여,2016-07,26,34.3,18.5,341.1,158.1
236,부여,2016-08,27.1,36.2,14.1,33.4,219.1
236,부여,2016-09,21.9,31.7,12.7,133.7,132.3
236,부여,2016-10,15.4,29.6,.1,120.1,124.7
236,부여,2016-11,6.9,22,-4.8,17.1,157.8
236,부여,2016-12,2.1,16,-9,63.1,145.2
236,부여,2017-01,-1.1,12.7,-13.3,16,156.3
236,부여,2017-02,.5,13.9,-9.7,28.5,198.3
236,부여,2017-03,5.5,19.3,-5.3,8.8,236.7
236,부여,2017-04,12.9,28.8,-1.4,78.4,241.4
236,부여,2017-05,18.1,29,7.6,35.8,267.9
236,부여,2017-06,21.9,33.4,9.5,51.4,238.1
236,부여,2017-07,26.5,34.4,20.8,326.7,99.6
236,부여,2017-08,25.5,36.5,14.5,358.5,167.7
236,부여,2017-09,20.4,30.3,7.6,97.1,201.4
236,부여,2017-10,15,28,-1.4,51.9,176
236,부여,2017-11,5.6,20.8,-6.8,22.8,173.3
236,부여,2017-12,-.7,12.8,-12,36.1,157.2
236,부여,2018-01,-2.9,11.5,-16.6,25,170.4
236,부여,2018-02,-.9,13.1,-15.2,43.1,184.9
236,부여,2018-03,7.8,23.4,-6.8,99.3,183.1
236,부여,2018-04,12.6,28.8,-2,156.5,216.6
236,부여,2018-05,18.2,29.7,5.1,116.1,201.8
236,부여,2018-06,22.5,34.6,13.3,107.1,206.8
236,부여,2018-07,27.4,37.3,18.5,278.8,249.3
236,부여,2018-08,27.9,39.3,19.2,277,205.5
236,부여,2018-09,20.4,30.6,8.3,98.3,183.1
236,부여,2018-10,12,25.7,.7,159.2,202.8
236,부여,2018-11,6.9,20.1,-4.7,66,162.9
236,부여,2018-12,.1,14.9,-12.3,31.5,176.8
236,부여,2019-01,-1.3,9.6,-10.9,.5,192.8
236,부여,2019-02,1.1,14.9,-8.9,37.6,168.1
236,부여,2019-03,6.2,19.6,-5.8,35,195.2
236,부여,2019-04,11.5,29.6,-3.9,73.7,180
236,부여,2019-05,17.9,31.2,2.7,44.3,286.8
236,부여,2019-06,21.5,33.1,10.5,59.9,185.6
236,부여,2019-07,25.1,34.4,15.5,216.7,141.1
236,부여,2019-08,26.3,36.4,16.4,102.1,198.6
236,부여,2019-09,21.7,31,11,191.9,127.1
236,부여,2019-10,15.3,28.5,2.7,85.6,184.2
236,부여,2019-11,7.7,21.6,-4.7,113.5,161.1
236,부여,2019-12,2,15.3,-8.9,31.2,152
236,부여,2020-01,2.1,14.2,-8.6,79.6,138.3
236,부여,2020-02,2.7,16.1,-10.7,92.4,173.3
236,부여,2020-03,7.2,21.3,-5.8,19.3,233.9
236,부여,2020-04,9.9,26,-2.1,17.7,278
236,부여,2020-05,17.8,28.7,6.4,108.5,194.4
236,부여,2020-06,22.9,34.1,13.3,188.4,177.4
236,부여,2020-07,23.3,31.8,17,492.6,74.9
236,부여,2020-08,26.8,34.8,21.9,367.8,124.7
236,부여,2020-09,20.5,31.4,10,208.9,161.9
236,부여,2020-10,13.1,24.7,.6,4.4,202.2
236,부여,2020-11,7.7,21.3,-3,41.8,161.1
236,부여,2020-12,-.2,12.6,-12.4,3.4,161.2
236,부여,2021-01,-1.9,15.3,-21.2,32.1,172.2
236,부여,2021-02,2.9,20.6,-9.6,18.1,186.4
236,부여,2021-03,8.5,24,-3.3,95.7,196
236,부여,2021-04,13.5,28.8,.3,42.3,209.1
236,부여,2021-05,16.6,31.4,3.4,136.9,178.4
236,부여,2021-06,22.3,33,11.8,76.9,191.2
236,부여,2021-07,26.6,34.8,19.5,187.7,199.3
236,부여,2021-08,25.2,34.9,18.7,227.6,143.2
236,부여,2021-09,21.8,29.8,12.9,187.1,153.8
238,금산,2014-01,-1.5,13.2,-13.9,4.1,180.9
238,금산,2014-02,1.4,18.3,-11.5,2.7,140.5
238,금산,2014-03,6.8,26.4,-9.1,97.9,190.2
238,금산,2014-04,12.5,26.2,-2.6,88.7,201.3
238,금산,2014-05,17.8,35,2.7,26,281.7
238,금산,2014-06,21.8,31.3,14,45.6,145.7
238,금산,2014-07,24.9,35.5,15.7,105.8,134.1
238,금산,2014-08,23.2,32.2,14.4,426.4,92.3
238,금산,2014-09,19.8,31.5,9.3,91.2,157.2
238,금산,2014-10,13.2,26.6,.2,141.2,180.1
238,금산,2014-11,6.8,18.1,-4.6,70.1,135.3
238,금산,2014-12,-2.1,9.7,-12.6,31.3,144.8
238,금산,2015-01,-1,10,-13.2,37.6,153.7
238,금산,2015-02,1,11.7,-12.2,23.4,148.6
238,금산,2015-03,5.8,23.5,-8.6,46.6,241.4
238,금산,2015-04,12.4,27.2,-.2,93.5,158.6
238,금산,2015-05,18.3,32.3,2.1,29.5,264.3
238,금산,2015-06,21.8,33.7,9.6,143.7,170.1
238,금산,2015-07,24.4,34.2,13,162.3,147.9
238,금산,2015-08,24.5,35.7,16.6,83.6,169.7
238,금산,2015-09,19.4,30.7,8.8,18.6,185.7
238,금산,2015-10,13.3,26.4,-2.8,93.5,210.1
238,금산,2015-11,9,21.2,-1.8,109.6,50.4
238,금산,2015-12,1.9,13.6,-10,35.7,121.7
238,금산,2016-01,-2.3,15.1,-17.4,11.1,144.5
238,금산,2016-02,.3,18.5,-12.1,46,167
238,금산,2016-03,5.9,21.1,-9.7,54.5,225.6
238,금산,2016-04,13.5,28.7,.5,171.7,193.8
238,금산,2016-05,18.1,30.1,5.1,70.5,266.5
238,금산,2016-06,22.3,32.4,11.2,87.4,177.4
238,금산,2016-07,25.8,34.9,17.9,377.9,166.5
238,금산,2016-08,26.2,35.7,14.2,105.6,216.1
238,금산,2016-09,21,31.1,8.9,160.9,111.3
238,금산,2016-10,14.6,27.9,-.3,157.2,106.2
238,금산,2016-11,5.7,20.4,-6.2,33.2,154
238,금산,2016-12,1,15.6,-10.4,49.6,141.2
238,금산,2017-01,-2,13.4,-15,13.6,176.9
238,금산,2017-02,.1,15.5,-11.1,54.6,199.5
238,금산,2017-03,4.9,18.7,-6.4,29.8,219.6
238,금산,2017-04,13,28.6,-2,76.1,236.3
238,금산,2017-05,17.5,31.6,5.3,31.8,271.6
238,금산,2017-06,21.7,34.3,8.2,48.3,234.9
238,금산,2017-07,26.1,33.9,19.1,305.5,109.2
238,금산,2017-08,24.6,36,14.3,222.3,157.3
238,금산,2017-09,19.1,29.2,5.1,105.6,173.5
238,금산,2017-10,13.6,27.8,-3.1,35.1,139.8
238,금산,2017-11,4.8,21.8,-7.2,15.6,170.2
238,금산,2017-12,-1.8,11.7,-14.5,29.3,161.2
238,금산,2018-01,-3.9,9.6,-17.5,25.7,174.7
238,금산,2018-02,-1.8,12.9,-16,28.1,184.4
238,금산,2018-03,7.2,24,-7.3,91.5,194.4
238,금산,2018-04,12.5,30.5,-2.6,142.4,217.1
238,금산,2018-05,17.9,30.8,5.9,110.4,209.8
238,금산,2018-06,22.2,33.7,12.2,104.3,211.6
238,금산,2018-07,26.8,36.9,16.6,163.5,227
238,금산,2018-08,27.2,38.8,16.3,410.4,193.2
238,금산,2018-09,19.5,31.2,5.8,135.2,155.3
238,금산,2018-10,11,24.3,-.1,112.6,172.3
238,금산,2018-11,5.8,20.1,-5.7,45.5,151.2
238,금산,2018-12,-.9,16.4,-14.4,27.6,174.5
238,금산,2019-01,-1.9,9.1,-12.5,6.4,186.9
238,금산,2019-02,.8,14,-11.4,41.5,172.1
238,금산,2019-03,6.3,22,-6.3,33,199.9
238,금산,2019-04,11.4,28.8,-4.3,93,173.8
238,금산,2019-05,17.7,33.2,1.2,44.2,272.8
238,금산,2019-06,21.1,32.6,8.9,101,198.1
238,금산,2019-07,24.4,33.9,15.4,141.1,137.4
238,금산,2019-08,25.6,36.1,15,105.8,175.5
238,금산,2019-09,20.8,31.3,8.8,236.4,110.1
238,금산,2019-10,14,27.3,1.4,99.3,159.3
238,금산,2019-11,6.8,22.1,-6,47.9,163.2
238,금산,2019-12,1.4,14.9,-10.6,33,161.5
238,금산,2020-01,1.5,16.4,-10.1,80.8,115.7
238,금산,2020-02,2.5,17.4,-12.3,83.9,169.8
238,금산,2020-03,7.3,23.9,-5.7,20.5,234.6
238,금산,2020-04,10,26.7,-3.5,35.6,262.6
238,금산,2020-05,17.8,29.9,5.5,80.5,207.3
238,금산,2020-06,22.9,34.4,10.9,234,184.8
238,금산,2020-07,22.7,31.1,15.6,628,72.4
238,금산,2020-08,26.6,34.2,21,373.4,143.9
238,금산,2020-09,19.7,30.6,9,167.2,136.4
238,금산,2020-10,12.4,25.5,-.1,4.1,196.3
238,금산,2020-11,7.1,22.2,-4.6,41.9,171.6
238,금산,2020-12,-1,13,-15.4,8.3,166.6
238,금산,2021-01,-2,14.4,-21.1,23.5,175.8
238,금산,2021-02,2.9,22.1,-10.5,19.3,195.4
238,금산,2021-03,8.4,23.6,-4,88,187.2
238,금산,2021-04,13.3,29.3,-.7,39.3,224.6
238,금산,2021-05,16.5,29.9,2.3,162.7,187.9
238,금산,2021-06,22.1,32.7,11.1,105.6,187
238,금산,2021-07,26.1,35.1,19.5,300.8,208.9
238,금산,2021-08,24.4,34.2,18.3,297.2,115.3
238,금산,2021-09,21.1,30.2,12.6,151.9,144.5
239,세종,2019-05,,24.1,13.7,.2,7.6
239,세종,2019-06,21.7,32.2,10.8,103.5,213.9
239,세종,2019-07,25.2,34.4,16.1,274.4,167.5
239,세종,2019-08,26.2,35.5,17.4,187.7,214.1
239,세종,2019-09,21.8,30.5,12,163.2,125.7
239,세종,2019-10,15.6,27.4,3.4,91.6,179.3
239,세종,2019-11,8.1,21.3,-3.1,112.2,169.4
239,세종,2019-12,2,14.8,-9.4,26.5,144.2
239,세종,2020-01,2.1,14.3,-8.6,81.3,138.6
239,세종,2020-02,2.9,15.4,-10.9,89.7,171
239,세종,2020-03,7.8,21.9,-4.4,22.6,224.6
239,세종,2020-04,10.8,25.9,-.8,17.6,279.6
239,세종,2020-05,18.2,29.1,7.5,91.6,213.7
239,세종,2020-06,23.2,33.4,13.5,214.2,208.3
239,세종,2020-07,23.2,30.6,17.1,436.4,86.3
239,세종,2020-08,26.8,34.8,22.2,501.1,152.8
239,세종,2020-09,20.5,30.9,12.2,171.3,171.7
239,세종,2020-10,13.4,24.6,1.8,6.4,204.5
239,세종,2020-11,8,22,-3.2,50.1,157.2
239,세종,2020-12,-.1,12.2,-13.8,3.5,167.7
239,세종,2021-01,-1.7,13.4,-19.1,22,166.4
239,세종,2021-02,3.2,22,-9.7,14.4,186
239,세종,2021-03,8.8,23.3,-2.3,99.8,192
239,세종,2021-04,13.9,29.8,.7,56,212.5
239,세종,2021-05,16.8,30.5,5.3,141.9,198.6
239,세종,2021-06,22.6,32.2,12.3,67.8,211.5
239,세종,2021-07,26.9,34.8,19.9,180.7,228.5
239,세종,2021-08,25.1,34.5,18.6,232.1,148.1
239,세종,2021-09,21.8,29.4,14.4,184.6,148.7
243,부안,2014-01,.7,12.5,-8.9,4.1,174.5
243,부안,2014-02,2.6,19.6,-7.6,2,125.9
243,부안,2014-03,7.3,25.5,-5.9,78.6,191.9
243,부안,2014-04,12.5,26.1,.1,74.8,205.5
243,부안,2014-05,17.7,31.9,4.9,43.5,273.3
243,부안,2014-06,22.3,29.4,16.5,65.3,186.6
243,부안,2014-07,24.9,35.2,19,163.1,140.8
243,부안,2014-08,23.8,32.3,17.7,405.5,99.4
243,부안,2014-09,21.2,29.3,13.1,84.6,186.1
243,부안,2014-10,15.3,28,2.3,84,214.5
243,부안,2014-11,9,18.8,-1.1,87.1,143
243,부안,2014-12,0,11.1,-13.2,95.9,107.3
243,부안,2015-01,.6,12.3,-12.2,44.1,148.2
243,부안,2015-02,2.2,11.6,-10.4,20.5,138.6
243,부안,2015-03,5.8,20.2,-5.9,41,237.1
243,부안,2015-04,12.6,25.1,2.7,129.2,177
243,부안,2015-05,17.4,31,5.5,44.1,262.5
243,부안,2015-06,21.7,31.4,12.4,120.3,176.8
243,부안,2015-07,24.8,34.1,17.1,123.6,157
243,부안,2015-08,25.6,35.5,18.6,59.4,204.9
243,부안,2015-09,21,30.8,11.5,42.4,221.4
243,부안,2015-10,15.6,26,2.6,99.8,205.5
243,부안,2015-11,10.8,20.8,-.3,125.2,69
243,부안,2015-12,4.2,14.3,-5.5,74.5,109.5
243,부안,2016-01,-.5,12.7,-15.6,51.1,110.8
243,부안,2016-02,2.3,21.1,-8.4,40.6,159.7
243,부안,2016-03,6.6,23,-4.6,52,222.8
243,부안,2016-04,13.1,25.9,2.5,179.5,184.2
243,부안,2016-05,18.4,29.9,8.1,99.9,267.4
243,부안,2016-06,22.3,30.5,14.5,42,182.1
243,부안,2016-07,26.2,34.7,19.3,220.7,191.1
243,부안,2016-08,27.3,35.1,15.3,30.2,254.6
243,부안,2016-09,22.3,31.4,12.6,139.3,148.7
243,부안,2016-10,16.1,29.5,2,128.7,104.5
243,부안,2016-11,8.1,21.1,-3.5,34.6,149.2
243,부안,2016-12,3.5,17.8,-7,56.9,127.2
243,부안,2017-01,.6,12.3,-9.6,18.7,148.2
243,부안,2017-02,1.7,14.9,-7.7,37.8,183.6
243,부안,2017-03,5.6,17.7,-3.4,21.9,226.9
243,부안,2017-04,12.9,25.8,.9,61.1,244.8
243,부안,2017-05,18.2,30.4,9.4,38.3,279.2
243,부안,2017-06,21.7,30.3,11.9,25.2,226.5
243,부안,2017-07,27.1,35.7,21.1,372.6,116.7
243,부안,2017-08,26.1,35.8,15.2,137.8,194.5
243,부안,2017-09,21,30.6,10.8,105,205.2
243,부안,2017-10,15.5,28,1.3,35.5,177.6
243,부안,2017-11,7.2,21.3,-3.1,10.6,179.1
243,부안,2017-12,1,14.3,-9.7,42,140.4
243,부안,2018-01,-1.7,10.9,-14.1,34.6,148.1
243,부안,2018-02,-.2,14,-14.6,31.5,165.5
243,부안,2018-03,7.8,24.5,-4.3,98.5,194.4
243,부안,2018-04,12.9,26,.5,124.6,217.1
243,부안,2018-05,17.9,29.7,8.5,112.5,184.6
243,부안,2018-06,22.4,34.3,13.7,105,204.4
243,부안,2018-07,27.4,37.2,19.2,258.2,261.1
243,부안,2018-08,28.2,38,19.6,299.5,233.9
243,부안,2018-09,21.3,31.6,9.6,67,179.3
243,부안,2018-10,13.6,26.9,4.7,161.5,215.7
243,부안,2018-11,8.7,19.6,-.9,39.7,186.3
243,부안,2018-12,1.8,18.9,-11.9,26.4,157.8
243,부안,2019-01,.4,9.4,-8.2,8.8,193.2
243,부안,2019-02,2.1,14.9,-6,25.1,171.1
243,부안,2019-03,7,20.6,-2.6,30.4,221.8
243,부안,2019-04,11.7,27.2,-1.1,104.5,197.5
243,부안,2019-05,17.9,31,5.2,60.7,299.4
243,부안,2019-06,21,31.8,12.7,89,223
243,부안,2019-07,25.3,34.5,18,225.5,175.4
243,부안,2019-08,26.8,35.8,19,127.4,234.6
243,부안,2019-09,22.2,31,11.2,243,160
243,부안,2019-10,16.1,26.9,5.6,86.6,201.6
243,부안,2019-11,9.4,21,-2.4,55.6,165.9
243,부안,2019-12,4,16.2,-6.2,30.9,143.1
243,부안,2020-01,3.3,17.2,-6.2,79.1,110.1
243,부안,2020-02,3.9,17.8,-8.3,59,183.4
243,부안,2020-03,7.6,23.3,-4,22.1,227.9
243,부안,2020-04,10.3,26.1,.1,22.2,269.7
243,부안,2020-05,17.6,28.1,8.8,111.9,204.6
243,부안,2020-06,22.4,32.8,13.5,157.6,186.2
243,부안,2020-07,23.1,31.3,17.7,509.8,85.9
243,부안,2020-08,27.2,34.5,22.4,421.6,172.1
243,부안,2020-09,21,31.6,12.8,224.3,167.2
243,부안,2020-10,14.5,25.2,4.1,6.8,209.4
243,부안,2020-11,9.4,23.5,-.5,49.4,154.7
243,부안,2020-12,1.8,13.2,-11.1,31,140.1
243,부안,2021-01,0,13.6,-18.6,32.6,134.8
243,부안,2021-02,4.1,21.5,-7,23.3,170.7
243,부안,2021-03,8.4,22.6,-1.6,100.4,195.1
243,부안,2021-04,13.2,27.7,2.2,46.4,213.1
243,부안,2021-05,17.1,29,6.3,81.7,204.3
243,부안,2021-06,22.3,31.7,14.8,97.1,206.3
243,부안,2021-07,26.7,35,20.5,224.6,206
243,부안,2021-08,25.4,33.3,19.3,409.7,173.4
243,부안,2021-09,22.4,30.7,15.3,166.6,150.3
244,임실,2014-01,-1.7,12.2,-13.4,8.8,180
244,임실,2014-02,1.3,17,-9.9,2.8,141.2
244,임실,2014-03,5.8,24.1,-9.2,98.3,187.3
244,임실,2014-04,11.7,26.5,-3.2,84.3,199.5
244,임실,2014-05,16.5,33.8,.4,48.5,277.2
244,임실,2014-06,20.8,30,13.1,102.5,147.9
244,임실,2014-07,23.5,34.2,15.9,288.7,116.3
244,임실,2014-08,22.7,31.1,14.8,378,80.6
244,임실,2014-09,19.4,30.4,7.9,91.7,169.6
244,임실,2014-10,13,26.9,-.8,115.6,206.3
244,임실,2014-11,6.9,18.4,-5.6,71.2,146.5
244,임실,2014-12,-2.5,9.5,-12.9,50.1,122.5
244,임실,2015-01,-1.5,10.4,-15,31.5,150.7
244,임실,2015-02,0,10.3,-13.6,12.7,140.8
244,임실,2015-03,4.8,23.4,-7.2,35.6,234.9
244,임실,2015-04,11.6,26.9,-.7,97.6,157.8
244,임실,2015-05,17.2,31.7,.9,44.5,260.8
244,임실,2015-06,20.9,31.4,8.6,71.8,145.8
244,임실,2015-07,24.1,33.9,13.7,159.6,141
244,임실,2015-08,24.1,35.6,15.4,67,161.6
244,임실,2015-09,18.9,29.9,8.1,36,191.7
244,임실,2015-10,13.4,26.7,-2.9,111.8,211.3
244,임실,2015-11,9,19.9,-6.8,104.7,61.1
244,임실,2015-12,2.1,14.4,-10.2,70.3,107.4
244,임실,2016-01,-2.6,14.7,-20.6,36.1,123.3
244,임실,2016-02,-.1,18.9,-12.5,42.4,163.1
244,임실,2016-03,5.5,21.9,-11.8,61.1,217
244,임실,2016-04,13.2,27.6,.1,186.1,191.1
244,임실,2016-05,17.6,30.4,4.2,108.8,254.9
244,임실,2016-06,21.6,31,12.5,67.2,147.5
244,임실,2016-07,25.3,35.1,17.6,271.7,169
244,임실,2016-08,26,36.3,14,90,216.9
244,임실,2016-09,20.9,32,9,234.5,111.9
244,임실,2016-10,15,29.1,1.7,152.2,97.2
244,임실,2016-11,6.5,20.8,-5.8,23.3,147.5
244,임실,2016-12,1.3,16.7,-11.7,53.1,126.5
244,임실,2017-01,-1.5,14.4,-14.7,8.6,153.3
244,임실,2017-02,0,14.7,-9.8,39.4,187.1
244,임실,2017-03,4,19.2,-7.8,32.6,207.6
244,임실,2017-04,12.2,28.9,-3,54,236
244,임실,2017-05,16.8,31.8,4.3,43.1,258.6
244,임실,2017-06,20.9,33.1,7.4,52.5,215.5
244,임실,2017-07,25.9,34.5,19.4,283.5,98.1
244,임실,2017-08,24.7,36.5,12.4,226,174.5
244,임실,2017-09,19.1,29.5,4.4,115.5,187.4
244,임실,2017-10,13.7,28.3,-3.1,57.7,158.9
244,임실,2017-11,4.9,20.8,-5.8,14.2,170.6
244,임실,2017-12,-1.8,12.2,-14.9,31.2,134.5
244,임실,2018-01,-3.7,10,-20,41.8,153.6
244,임실,2018-02,-1.8,14.6,-18.3,19.6,166.5
244,임실,2018-03,7.3,24.2,-6.7,95.1,194.8
244,임실,2018-04,12.4,30.6,-2.3,129.7,202.4
244,임실,2018-05,17.3,29.5,2.2,97.7,193.7
244,임실,2018-06,21.8,34.7,11.6,181.4,199.9
244,임실,2018-07,26.6,36.6,16.1,157.1,222.5
244,임실,2018-08,26.7,37.5,16.2,415.6,214.3
244,임실,2018-09,19.5,28.7,5.3,142.9,149.5
244,임실,2018-10,11.2,24.2,0,117.4,198.9
244,임실,2018-11,6.4,20.9,-5.4,42.5,159.1
244,임실,2018-12,-.1,18.3,-14,27.4,150.4
244,임실,2019-01,-1.9,11.5,-12.4,11.1,176.5
244,임실,2019-02,.9,14.7,-11.3,30.9,167.8
244,임실,2019-03,5.7,21.1,-6,34.6,196.2
244,임실,2019-04,10.9,28.7,-4.9,84.7,177.6
244,임실,2019-05,16.8,31.2,.4,63.7,279.7
244,임실,2019-06,20.8,32.7,9.4,98.5,192.2
244,임실,2019-07,24,33.1,15.5,259.1,130.8
244,임실,2019-08,25.2,35.3,16.1,141.6,179.8
244,임실,2019-09,21,30.5,8.5,151.8,122.4
244,임실,2019-10,14.2,28.5,.5,121.6,188
244,임실,2019-11,7,21.6,-5.8,42.2,151.7
244,임실,2019-12,1.4,14.2,-10.2,29.9,133.1
244,임실,2020-01,1.7,15,-9.3,73.9,95.2
244,임실,2020-02,2.4,18.2,-11.5,59.6,161.7
244,임실,2020-03,6.4,23,-6.6,45.3,218.2
244,임실,2020-04,8.9,24.9,-3.8,40.5,269
244,임실,2020-05,17.1,28.2,5.3,77.7,212.5
244,임실,2020-06,21.9,32,9.8,173.9,171
244,임실,2020-07,22.1,29.6,15.8,514.6,74.6
244,임실,2020-08,25.7,32.7,20.4,631.4,146.9
244,임실,2020-09,19,30.6,8.1,158,136.6
244,임실,2020-10,12.3,24.1,.5,7.6,213.7
244,임실,2020-11,7.3,21.2,-3.8,71,152.2
244,임실,2020-12,-.5,12.3,-13.2,16.3,134.7
244,임실,2021-01,-2,14.3,-22.8,40.6,139
244,임실,2021-02,2.4,21.9,-9.3,29.5,179
244,임실,2021-03,8.1,23.7,-4.1,105.5,197.7
